level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,bottom,right,label
5,1,26,1,1,10,386,1740,65,15,89,transport,1755,451,0.0
5,1,26,1,1,11,457,1739,70,16,88,according,1755,527,0.0
5,1,26,1,1,12,534,1740,12,12,77,lo,1752,546,0.0
5,1,26,1,1,13,552,1739,22,13,66,Ihe,1752,574,0.0
5,1,26,1,1,14,579,1740,106,16,96,Transportation,1756,685,0.0
5,1,26,1,1,15,692,1740,13,13,96,of,1753,705,0.0
5,1,26,1,1,16,712,1740,79,16,96,Dangerous,1756,791,0.0
5,1,26,1,1,17,796,1740,48,14,90,Goods,1754,844,0.0
5,1,26,1,1,18,851,1740,119,17,96,Regulations,1757,970,0.0
5,1,26,1,1,19,945,1733,8,28,47,|,1761,953,0.0
5,1,26,1,1,20,957,1733,17,28,45,—,1761,974,0.0
5,1,26,1,1,21,974,1748,33,12,40,TIME,1760,1007,0.0
5,1,26,1,1,22,1013,1749,12,11,40,IN,1760,1025,0.0
5,1,26,1,1,23,1066,1745,3,2,77,T,1747,1069,0.0
5,1,26,1,1,24,1105,1738,9,27,84,~,1765,1114,0.0
5,1,26,1,1,25,1109,1745,52,15,94,START,1760,1161,0.0
5,1,26,1,1,26,1166,1745,61,16,93,LOADING,1761,1227,0.0
5,1,26,1,1,27,1309,1746,275,16,48,FINISHLOADING.,1762,1584,0.0
5,1,26,1,1,28,1458,1741,34,26,78,|,1767,1492,0.0
5,1,26,1,1,29,1502,1746,70,16,67,TIMEOUT,1762,1572,0.0
5,1,26,1,1,30,1595,1746,14,2,63,|,1748,1609,0.0
4,1,26,1,2,0,125,1762,1439,21,-1,,1783,1564,0.0
5,1,26,1,2,1,125,1762,114,20,96,Yannick,1782,239,0.0
5,1,26,1,2,2,255,1764,115,19,96,Mercier,1783,370,0.0
5,1,26,1,2,3,974,1763,61,11,87,ARRIVEE,1774,1035,0.0
5,1,26,1,2,4,1087,1763,45,11,25,DESUT,1774,1132,0.0
5,1,26,1,2,5,1137,1764,18,10,25,DU,1774,1155,0.0
5,1,26,1,2,6,1160,1763,99,12,83,CHARGEMENT,1775,1259,0.0
5,1,26,1,2,7,1269,1754,11,31,90,|,1785,1280,0.0
5,1,26,1,2,8,1298,1764,20,11,73,FIN,1775,1318,0.0
5,1,26,1,2,9,1324,1764,18,11,74,DU,1775,1342,0.0
5,1,26,1,2,10,1348,1764,98,11,74,CHARGEMENT,1775,1446,0.0
5,1,26,1,2,11,1509,1764,55,12,91,DEPART,1776,1564,0.0
4,1,26,1,3,0,139,1798,1471,24,-1,,1822,1610,0.0
5,1,26,1,3,1,139,1796,55,32,96,Shipper,1828,194,0.0
5,1,26,1,3,2,201,1796,33,32,96,name,1828,234,0.0
5,1,26,1,3,3,241,1800,54,21,92,(please,1821,295,0.0
5,1,26,1,3,4,303,1796,37,32,74,print),1828,340,0.0
5,1,26,1,3,5,957,1798,79,18,91,00:31,1816,1036,0.0
5,1,26,1,3,6,1067,1816,1,3,37,|,1819,1068,0.0
5,1,26,1,3,7,1125,1799,76,18,95,00:36,1817,1201,0.0
5,1,26,1,3,8,1324,1799,78,19,95,00:59,1818,1402,0.0
5,1,26,1,3,9,1491,1800,77,18,87,00:59,1818,1568,0.0
5,1,26,1,3,10,1609,1805,1,5,47,|,1810,1610,0.0
2,1,27,0,0,0,1275,1745,5,83,-1,,1828,1280,0.0
3,1,27,1,0,0,1275,1745,5,83,-1,,1828,1280,0.0
4,1,27,1,1,0,1275,1745,5,83,-1,,1828,1280,0.0
5,1,27,1,1,1,1275,1745,5,83,95, ,1828,1280,0.0
2,1,28,0,0,0,1483,679,8,1152,-1,,1831,1491,0.0
3,1,28,1,0,0,1483,679,8,1152,-1,,1831,1491,0.0
4,1,28,1,1,0,1483,679,8,1152,-1,,1831,1491,0.0
5,1,28,1,1,1,1483,679,8,1152,95, ,1831,1491,0.0
2,1,29,0,0,0,941,1688,3,141,-1,,1829,944,0.0
3,1,29,1,0,0,941,1688,3,141,-1,,1829,944,0.0
4,1,29,1,1,0,941,1688,3,141,-1,,1829,944,0.0
5,1,29,1,1,1,941,1688,3,141,95, ,1829,944,0.0
2,1,30,0,0,0,42,1823,1510,56,-1,,1879,1552,0.0
3,1,30,1,0,0,42,1823,1510,56,-1,,1879,1552,0.0
4,1,30,1,1,0,42,1823,1510,40,-1,,1863,1552,0.0
5,1,30,1,1,1,42,1824,3,2,0,"""",1826,45,0.0
5,1,30,1,1,2,47,1824,69,18,59,ORIVER,1842,116,0.0
5,1,30,1,1,3,123,1829,46,13,89,NAME,1842,169,0.0
5,1,30,1,1,4,175,1836,4,3,89,-,1839,179,0.0
5,1,30,1,1,5,190,1830,30,13,96,NOM,1843,220,0.0
5,1,30,1,1,6,230,1825,19,18,93,DU,1843,249,0.0
5,1,30,1,1,7,249,1825,123,19,91,CONDUCTEUA,1844,372,0.0
5,1,30,1,1,8,561,1823,76,40,34,NOBIVER,1863,637,0.0
5,1,30,1,1,9,647,1832,62,27,43,NUMBER,1859,709,0.0
5,1,30,1,1,10,734,1827,2,4,88,|,1831,736,0.0
5,1,30,1,1,11,758,1828,155,25,3,DRIVES#SIGNATURE,1853,913,0.0
5,1,30,1,1,12,919,1840,4,2,91,-,1842,923,0.0
5,1,30,1,1,13,930,1828,124,18,94,SIGNATURE,1846,1054,0.0
5,1,30,1,1,14,1036,1823,20,34,88,DU,1857,1056,0.0
5,1,30,1,1,15,1061,1827,116,20,51,CONDUCTEUR,1847,1177,0.0
5,1,30,1,1,16,1262,1829,54,18,95,TOTAL,1847,1316,0.0
5,1,30,1,1,17,1322,1830,93,18,93,QUANTITY,1848,1415,0.0
5,1,30,1,1,18,1410,1825,8,32,90,-,1857,1418,0.0
5,1,30,1,1,19,1421,1830,63,18,91,QUANT.,1848,1484,0.0
5,1,30,1,1,20,1489,1834,63,14,92,TOTALE,1848,1552,0.0
4,1,30,1,2,0,823,1859,695,20,-1,,1879,1518,0.0
5,1,30,1,2,1,823,1859,4,2,0,-,1861,827,0.0
5,1,30,1,2,2,1307,1860,79,19,96,43998,1879,1386,0.0
5,1,30,1,2,3,1422,1860,96,19,91,Litres,1879,1518,0.0
2,1,31,0,0,0,37,1827,1579,335,-1,,2162,1616,0.0
3,1,31,1,0,0,37,1827,1579,335,-1,,2162,1616,0.0
4,1,31,1,1,0,37,1827,1579,335,-1,,2162,1616,0.0
5,1,31,1,1,1,37,1827,1579,335,95,   ,2162,1616,0.0
2,1,32,0,0,0,1605,147,15,1764,-1,,1911,1620,0.0
3,1,32,1,0,0,1605,147,15,1764,-1,,1911,1620,0.0
4,1,32,1,1,0,1605,147,15,1764,-1,,1911,1620,0.0
5,1,32,1,1,1,1605,147,15,1764,95, ,1911,1620,0.0
2,1,33,0,0,0,65,1888,1523,107,-1,,1995,1588,0.0
3,1,33,1,0,0,65,1888,1523,107,-1,,1995,1588,0.0
4,1,33,1,1,0,126,1888,593,19,-1,,1907,719,0.0
5,1,33,1,1,1,126,1888,113,17,93,SYLVAIN,1905,239,0.0
5,1,33,1,1,2,290,1888,98,18,53,GAREAU,1906,388,0.0
5,1,33,1,1,3,591,1888,128,19,96,00007148,1907,719,0.0
4,1,33,1,2,0,65,1917,1523,22,-1,,1939,1588,0.0
5,1,33,1,2,1,65,1917,66,11,95,PRODUCT,1928,131,0.0
5,1,33,1,2,2,143,1911,14,32,42,|,1943,157,0.0
5,1,33,1,2,3,158,1918,36,10,42,TANK,1928,194,0.0
5,1,33,1,2,4,199,1918,67,11,35,CAPACITY,1929,266,0.0
5,1,33,1,2,5,272,1918,49,11,93,WATER,1929,321,0.0
5,1,33,1,2,6,327,1918,85,12,67,DIP/BEFORE,1930,412,0.0
5,1,33,1,2,7,417,1919,31,11,80,DIPS|,1930,448,0.0
5,1,33,1,2,8,467,1919,55,11,1,SEFORE,1930,522,0.0
5,1,33,1,2,9,528,1920,50,10,95,INVENT,1930,578,0.0
5,1,33,1,2,10,589,1911,8,32,69,|,1943,597,0.0
5,1,33,1,2,11,602,1920,44,11,93,AFTER,1931,646,0.0
5,1,33,1,2,12,652,1920,31,11,86,DIPS|,1931,683,0.0
5,1,33,1,2,13,695,1920,52,19,0,ENM{AG,1939,747,0.0
5,1,33,1,2,14,752,1920,51,11,96,INVENT,1931,803,0.0
5,1,33,1,2,15,848,1920,67,11,85,PRODUCT,1931,915,0.0
5,1,33,1,2,16,928,1914,10,28,41,|,1942,938,0.0
5,1,33,1,2,17,938,1921,37,11,41,TANK,1932,975,0.0
5,1,33,1,2,18,980,1921,68,11,80,CAPACITY|,1932,1048,0.0
5,1,33,1,2,19,1056,1922,49,10,91,WATER,1932,1105,0.0
5,1,33,1,2,20,1111,1922,20,10,86,DIF|,1932,1131,0.0
5,1,33,1,2,21,1142,1922,55,10,94,BEFORE,1932,1197,0.0
5,1,33,1,2,22,1202,1922,32,10,92,DIPS,1932,1234,0.0
5,1,33,1,2,23,1243,1914,10,28,92,|,1942,1253,0.0
5,1,33,1,2,24,1258,1922,56,11,96,BEFORE,1933,1314,0.0
5,1,33,1,2,25,1320,1922,50,11,96,INVENT,1933,1370,0.0
5,1,33,1,2,26,1373,1914,8,28,96,|,1942,1381,0.0
5,1,33,1,2,27,1386,1922,44,11,93,AFTER,1933,1430,0.0
5,1,33,1,2,28,1436,1922,30,11,92,DIPS|,1933,1466,0.0
5,1,33,1,2,29,1481,1922,52,11,94,ENDING,1933,1533,0.0
5,1,33,1,2,30,1538,1923,50,11,79,INVENT,1934,1588,0.0
4,1,33,1,3,0,67,1928,1509,28,-1,,1956,1576,0.0
5,1,33,1,3,1,67,1934,61,11,86,PRODUIT,1945,128,0.0
5,1,33,1,3,2,147,1927,10,28,86,|,1955,157,0.0
5,1,33,1,3,3,161,1934,94,11,65,CONTENANCE,1945,255,0.0
5,1,33,1,3,4,269,1934,1,10,82,|,1944,270,0.0
5,1,33,1,3,5,276,1935,66,11,82,MEASURE,1946,342,0.0
5,1,33,1,3,6,350,1927,7,28,94,|,1955,357,0.0
5,1,33,1,3,7,367,1935,45,11,72,AVANT,1946,412,0.0
5,1,33,1,3,8,417,1936,15,10,72,LE,1946,432,0.0
5,1,33,1,3,9,481,1928,81,28,66,INVENTAIRE,1956,562,0.0
5,1,33,1,3,10,608,1936,46,11,60,APRES,1947,654,0.0
5,1,33,1,3,11,659,1936,16,11,60,LE,1947,675,0.0
5,1,33,1,3,12,722,1937,68,11,70,VENTAIRE,1948,790,0.0
5,1,33,1,3,13,850,1937,61,11,92,PRODUIT,1948,911,0.0
5,1,33,1,3,14,927,1930,10,28,90,|,1958,937,0.0
5,1,33,1,3,15,942,1937,96,12,89,CONTENANCE,1949,1038,0.0
5,1,33,1,3,16,1044,1930,10,28,96,|,1958,1054,0.0
5,1,33,1,3,17,1059,1938,67,11,84,MEASURE,1949,1126,0.0
5,1,33,1,3,18,1133,1930,7,28,84,|,1958,1140,0.0
5,1,33,1,3,19,1152,1938,46,11,45,AVANT,1949,1198,0.0
5,1,33,1,3,20,1203,1938,15,11,45,LE.,1949,1218,0.0
5,1,33,1,3,21,1272,1938,82,11,86,INVENTAIRE,1949,1354,0.0
5,1,33,1,3,22,1373,1931,10,28,92,|,1959,1383,0.0
5,1,33,1,3,23,1392,1938,66,12,92,APRESLE,1950,1458,0.0
5,1,33,1,3,24,1466,1931,15,28,34,|,1959,1481,0.0
5,1,33,1,3,25,1495,1939,81,11,73,INVENTAIRE,1950,1576,0.0
4,1,33,1,4,0,151,1950,1309,45,-1,,1995,1460,0.0
5,1,33,1,4,1,151,1950,25,45,3,P,1995,176,0.0
5,1,33,1,4,2,182,1951,78,11,90,RESERVIOR,1962,260,0.0
5,1,33,1,4,3,271,1944,5,28,56,|,1972,276,0.0
5,1,33,1,4,4,288,1952,36,11,56,DEAU,1963,324,0.0
5,1,33,1,4,5,341,1944,15,28,69,|,1972,356,0.0
5,1,33,1,4,6,364,1952,74,11,61,JAUGEAGE,1963,438,0.0
5,1,33,1,4,7,485,1952,75,12,91,JAUGEAGE,1964,560,0.0
5,1,33,1,4,8,602,1953,75,11,54,YAUGEAGE,1964,677,0.0
5,1,33,1,4,9,692,1968,3,1,0,|4/,1969,695,0.0
5,1,33,1,4,10,725,1968,11,1,42,AF,1969,736,0.0
5,1,33,1,4,11,885,1954,158,17,27,____|DURESERVIOR,1971,1043,0.0
5,1,33,1,4,12,1050,1946,8,29,61,|,1975,1058,0.0
5,1,33,1,4,13,1071,1954,36,11,27,DEAU,1965,1107,0.0
5,1,33,1,4,14,1150,1954,74,12,85,JAUGEAGE,1966,1224,0.0
5,1,33,1,4,15,1277,1955,75,11,73,JAUGEAGE,1966,1352,0.0
5,1,33,1,4,16,1368,1947,13,28,37,|,1975,1381,0.0
5,1,33,1,4,17,1386,1955,74,11,88,JAUGEAGE,1966,1460,0.0
2,1,34,0,0,0,948,1967,659,7,-1,,1974,1607,0.0
3,1,34,1,0,0,948,1967,659,7,-1,,1974,1607,0.0
4,1,34,1,1,0,948,1967,659,7,-1,,1974,1607,0.0
5,1,34,1,1,1,948,1967,659,7,95, ,1974,1607,0.0
2,1,35,0,0,0,171,1965,550,5,-1,,1970,721,0.0
3,1,35,1,0,0,171,1965,550,5,-1,,1970,721,0.0
4,1,35,1,1,0,171,1965,550,5,-1,,1970,721,0.0
5,1,35,1,1,1,171,1965,550,5,95, ,1970,721,0.0
2,1,36,0,0,0,948,2030,342,3,-1,,2033,1290,0.0
3,1,36,1,0,0,948,2030,342,3,-1,,2033,1290,0.0
4,1,36,1,1,0,948,2030,342,3,-1,,2033,1290,0.0
5,1,36,1,1,1,948,2030,342,3,95, ,2033,1290,0.0
2,1,37,0,0,0,316,2088,996,7,-1,,2095,1312,0.0
3,1,37,1,0,0,316,2088,996,7,-1,,2095,1312,0.0
4,1,37,1,1,0,316,2088,996,7,-1,,2095,1312,0.0
5,1,37,1,1,1,316,2088,996,7,95, ,2095,1312,0.0
2,1,38,0,0,0,565,2089,747,6,-1,,2095,1312,0.0
3,1,38,1,0,0,565,2089,747,6,-1,,2095,1312,0.0
4,1,38,1,1,0,565,2089,747,6,-1,,2095,1312,0.0
5,1,38,1,1,1,565,2089,747,6,95, ,2095,1312,0.0
2,1,39,0,0,0,683,1913,4,238,-1,,2151,687,0.0
3,1,39,1,0,0,683,1913,4,238,-1,,2151,687,0.0
4,1,39,1,1,0,683,1913,4,238,-1,,2151,687,0.0
5,1,39,1,1,1,683,1913,4,238,95, ,2151,687,0.0
2,1,40,0,0,0,1049,1915,4,237,-1,,2152,1053,0.0
3,1,40,1,0,0,1049,1915,4,237,-1,,2152,1053,0.0
4,1,40,1,1,0,1049,1915,4,237,-1,,2152,1053,0.0
5,1,40,1,1,1,1049,1915,4,237,95, ,2152,1053,0.0
2,1,41,0,0,0,1133,1915,3,237,-1,,2152,1136,0.0
3,1,41,1,0,0,1133,1915,3,237,-1,,2152,1136,0.0
4,1,41,1,1,0,1133,1915,3,237,-1,,2152,1136,0.0
5,1,41,1,1,1,1133,1915,3,237,95, ,2152,1136,0.0
2,1,42,0,0,0,1244,1917,3,235,-1,,2152,1247,0.0
3,1,42,1,0,0,1244,1917,3,235,-1,,2152,1247,0.0
4,1,42,1,1,0,1244,1917,3,235,-1,,2152,1247,0.0
5,1,42,1,1,1,1244,1917,3,235,95,,2152,1247,0.0
1,1,0,0,0,0,0,0,1700,2200,-1,,2200,1700,0.0
2,1,1,0,0,0,910,92,612,22,-1,,114,1522,0.0
3,1,1,1,0,0,910,92,612,22,-1,,114,1522,0.0
4,1,1,1,1,0,910,92,612,22,-1,,114,1522,0.0
5,1,1,1,1,1,910,92,116,22,96,VEHICLE,114,1026,0.0
5,1,1,1,1,2,1038,92,121,22,85,LOADING,114,1159,0.0
5,1,1,1,1,3,1172,92,112,22,93,REPORT,114,1284,0.0
5,1,1,1,1,4,1282,88,14,38,92,-,126,1296,0.0
5,1,1,1,1,5,1312,92,54,22,96,BILL,114,1366,0.0
5,1,1,1,1,6,1376,92,36,22,93,OF,114,1412,0.0
5,1,1,1,1,7,1423,92,99,22,91,LADING,114,1522,0.0
2,1,2,0,0,0,1252,144,350,5,-1,,149,1602,0.0
3,1,2,1,0,0,1252,144,350,5,-1,,149,1602,0.0
4,1,2,1,1,0,1252,144,350,5,-1,,149,1602,0.0
5,1,2,1,1,1,1252,144,350,5,95, ,149,1602,0.0
2,1,3,0,0,0,623,143,422,6,-1,,149,1045,0.0
3,1,3,1,0,0,623,143,422,6,-1,,149,1045,0.0
4,1,3,1,1,0,623,143,422,6,-1,,149,1045,0.0
5,1,3,1,1,1,623,143,422,6,95, ,149,1045,0.0
2,1,4,0,0,0,87,143,62,4,-1,,147,149,0.0
3,1,4,1,0,0,87,143,62,4,-1,,147,149,0.0
4,1,4,1,1,0,87,143,62,4,-1,,147,149,0.0
5,1,4,1,1,1,87,143,62,4,95, ,147,149,0.0
2,1,5,0,0,0,948,240,61,1,-1,,241,1009,0.0
3,1,5,1,0,0,948,240,61,1,-1,,241,1009,0.0
4,1,5,1,1,0,948,240,61,1,-1,,241,1009,0.0
5,1,5,1,1,1,948,240,61,1,95, ,241,1009,0.0
2,1,6,0,0,0,63,236,623,5,-1,,241,686,0.0
3,1,6,1,0,0,63,236,623,5,-1,,241,686,0.0
4,1,6,1,1,0,63,236,623,5,-1,,241,686,0.0
5,1,6,1,1,1,63,236,623,5,95, ,241,686,0.0
2,1,7,0,0,0,76,120,1556,203,-1,,323,1632,0.0
3,1,7,1,0,0,76,120,1556,203,-1,,323,1632,0.0
4,1,7,1,1,0,147,120,1485,28,-1,,148,1632,0.0
5,1,7,1,1,1,147,125,74,21,96,Page:,146,221,0.0
5,1,7,1,1,2,245,124,13,22,95,1,146,258,0.0
5,1,7,1,1,3,476,124,47,24,95,530,148,523,0.0
5,1,7,1,1,4,815,120,130,27,96,RAPPORT,147,945,0.0
5,1,7,1,1,5,956,121,36,26,92,DE,147,992,0.0
5,1,7,1,1,6,1001,120,197,27,91,CHARGEMENT,147,1198,0.0
5,1,7,1,1,7,1207,132,7,3,90,-,135,1214,0.0
5,1,7,1,1,8,1224,121,136,26,90,VEHICULE,147,1360,0.0
5,1,7,1,1,9,1371,133,7,2,92,-,135,1378,0.0
5,1,7,1,1,10,1388,121,244,27,56,CONNAISSEMENT.,148,1632,0.0
4,1,7,1,2,0,135,144,1497,37,-1,,181,1632,0.0
5,1,7,1,2,1,135,152,110,15,96,DOCUMENT,167,245,0.0
5,1,7,1,2,2,252,152,81,15,81,NUMBER,167,333,0.0
5,1,7,1,2,3,362,153,61,17,81,6391,170,423,0.0
5,1,7,1,2,4,536,149,37,23,87,DATE,172,573,0.0
5,1,7,1,2,5,581,144,50,37,63,DEXPED,181,631,0.0
5,1,7,1,2,6,643,149,28,24,57,TION,173,671,0.0
5,1,7,1,2,7,1630,165,2,16,93,|,181,1632,0.0
4,1,7,1,3,0,135,170,1475,42,-1,,212,1610,0.0
5,1,7,1,3,1,135,170,22,15,96,No,185,157,0.0
5,1,7,1,3,2,169,170,21,15,90,DU,185,190,0.0
5,1,7,1,3,3,204,170,105,15,95,DOCUMENT,185,309,0.0
5,1,7,1,3,4,522,171,137,41,13,mm/dd/yy,212,659,0.0
5,1,7,1,3,5,799,185,29,20,96,24,205,828,0.0
5,1,7,1,3,6,839,184,77,22,96,HOUR,206,916,0.0
5,1,7,1,3,7,927,184,117,22,69,NUMBER,206,1044,0.0
5,1,7,1,3,8,1053,183,220,28,36,_(613)996-6666,211,1273,0.0
5,1,7,1,3,9,1311,185,137,22,81,-NUMERO,207,1448,0.0
5,1,7,1,3,10,1458,186,29,20,96,24,206,1487,0.0
5,1,7,1,3,11,1498,186,112,21,95,HEURES,207,1610,0.0
4,1,7,1,4,0,147,211,1484,25,-1,,236,1631,0.0
5,1,7,1,4,1,147,211,111,18,96,0362431,229,258,1.0
5,1,7,1,4,2,280,212,93,18,95,10/006,230,373,0.0
5,1,7,1,4,3,528,212,129,19,95,10/07/24,231,657,2.0
5,1,7,1,4,4,1048,215,234,21,92,COLLECT,236,1282,0.0
5,1,7,1,4,5,1181,211,15,33,93,-,244,1196,0.0
5,1,7,1,4,6,1209,215,72,21,91,FRAIS,236,1281,0.0
5,1,7,1,4,7,1292,215,80,21,91,VIRES,236,1372,0.0
5,1,7,1,4,8,1630,219,1,11,95,|,230,1631,0.0
4,1,7,1,5,0,76,238,1548,27,-1,,265,1624,0.0
5,1,7,1,5,1,76,238,197,17,57,CONSIGNEE/CUSTCMER,255,273,0.0
5,1,7,1,5,2,280,250,4,1,87,-,251,284,0.0
5,1,7,1,5,3,290,239,183,17,84,DESTINATAIRE/OLIENT,256,473,0.0
5,1,7,1,5,4,687,239,30,25,0,ee,264,717,0.0
5,1,7,1,5,5,715,239,121,26,0,Riegetienr,265,836,0.0
5,1,7,1,5,6,851,239,2,4,93,|,243,853,0.0
5,1,7,1,5,7,862,240,101,17,87,CONSIGNOR,257,963,0.0
5,1,7,1,5,8,970,252,3,1,91,-,253,973,0.0
5,1,7,1,5,9,980,244,105,13,92,EXPEDITEUR,257,1085,0.0
5,1,7,1,5,10,1162,240,44,2,39,—,242,1206,0.0
5,1,7,1,5,11,1448,241,4,2,38,],243,1452,0.0
4,1,7,1,6,0,146,272,1444,20,-1,,292,1590,0.0
5,1,7,1,6,1,146,272,80,17,90,PETRO,289,226,0.0
5,1,7,1,6,2,244,272,99,17,96,CANADA,289,343,0.0
5,1,7,1,6,3,360,272,164,18,96,LUBRICANTS,290,524,0.0
5,1,7,1,6,4,545,272,46,18,96,INC,290,591,0.0
5,1,7,1,6,5,679,272,161,18,88,0005064508,290,840,0.0
5,1,7,1,6,6,860,273,97,18,83,|SUNCOR,291,957,0.0
5,1,7,1,6,7,976,274,98,17,96,ENERGY,291,1074,0.0
5,1,7,1,6,8,1092,274,132,17,96,MONTREAL,291,1224,0.0
5,1,7,1,6,9,1479,274,111,18,95,0082041,292,1590,0.0
4,1,7,1,7,0,146,299,1479,24,-1,,323,1625,0.0
5,1,7,1,7,1,146,302,62,18,91,PCLI,320,208,0.0
5,1,7,1,7,2,230,310,11,2,91,-,312,241,0.0
5,1,7,1,7,3,262,302,96,21,96,QUEBEC,323,358,0.0
5,1,7,1,7,4,378,302,45,18,96,302,320,423,0.0
5,1,7,1,7,5,675,299,164,22,83,0009406423,321,839,0.0
5,1,7,1,7,6,860,303,78,18,90,11675,321,938,0.0
5,1,7,1,7,7,960,308,47,13,96,rue,321,1007,0.0
5,1,7,1,7,8,1027,303,164,19,96,Sherbrooke,322,1191,0.0
5,1,7,1,7,9,1211,306,45,16,96,est,322,1256,0.0
5,1,7,1,7,10,1450,300,2,2,0,:,302,1452,0.0
5,1,7,1,7,11,1597,302,28,1,88,=],303,1625,0.0
2,1,8,0,0,0,144,332,1345,81,-1,,413,1489,0.0
3,1,8,1,0,0,144,332,1345,81,-1,,413,1489,0.0
4,1,8,1,1,0,146,332,1343,24,-1,,356,1489,0.0
5,1,8,1,1,1,146,332,45,19,96,385,351,191,0.0
5,1,8,1,1,2,212,333,147,18,96,SOUTHDOWN,351,359,0.0
5,1,8,1,1,3,377,334,64,18,96,ROAD,352,441,0.0
5,1,8,1,1,4,858,334,142,21,96,"Montreal,",355,1000,0.0
5,1,8,1,1,5,1026,335,30,21,92,QC,356,1056,0.0
5,1,8,1,1,6,1075,334,49,18,81,H1B,352,1124,0.0
5,1,8,1,1,7,1144,334,44,19,69,1C3,353,1188,0.0
5,1,8,1,1,8,1283,334,68,21,78,(613),355,1351,0.0
5,1,8,1,1,9,1364,334,125,19,78,996-6666,353,1489,0.0
4,1,8,1,2,0,144,344,708,43,-1,,387,852,0.0
5,1,8,1,2,1,144,364,191,20,96,"MISSISSAUGA,",384,335,0.0
5,1,8,1,2,2,360,364,32,18,90,ON,382,392,0.0
5,1,8,1,2,3,409,364,49,18,52,L5J,382,458,0.0
5,1,8,1,2,4,478,364,43,18,61,2Y3,382,521,0.0
5,1,8,1,2,5,851,344,1,43,67,|,387,852,0.0
4,1,8,1,3,0,858,394,249,19,-1,,413,1107,0.0
5,1,8,1,3,1,858,394,116,19,95,Yannick,413,974,0.0
5,1,8,1,3,2,991,394,116,19,96,Mercier,413,1107,0.0
2,1,9,0,0,0,568,417,277,25,-1,,442,845,0.0
3,1,9,1,0,0,568,417,277,25,-1,,442,845,0.0
4,1,9,1,1,0,568,417,277,11,-1,,428,845,0.0
5,1,9,1,1,1,568,417,78,11,92,CUSTOMER,428,646,0.0
5,1,9,1,1,2,652,417,75,11,96,PURCHASE,428,727,0.0
5,1,9,1,1,3,732,417,49,11,96,ORDER,428,781,0.0
5,1,9,1,1,4,787,418,58,10,56,"NUMBER,",428,845,0.0
4,1,9,1,2,0,619,431,189,11,-1,,442,808,0.0
5,1,9,1,2,1,619,431,15,11,95,No,442,634,0.0
5,1,9,1,2,2,640,431,17,11,45,OE,442,657,0.0
5,1,9,1,2,3,663,431,68,11,96,DEMANDE,442,731,0.0
5,1,9,1,2,4,737,432,17,10,89,OU,442,754,0.0
5,1,9,1,2,5,760,431,48,11,96,CLIENT,442,808,0.0
2,1,10,0,0,0,560,413,2,59,-1,,472,562,0.0
3,1,10,1,0,0,560,413,2,59,-1,,472,562,0.0
4,1,10,1,1,0,560,413,2,59,-1,,472,562,0.0
5,1,10,1,1,1,560,413,2,59,95, ,472,562,0.0
2,1,11,0,0,0,62,153,6,337,-1,,490,68,0.0
3,1,11,1,0,0,62,153,6,337,-1,,490,68,0.0
4,1,11,1,1,0,62,153,6,337,-1,,490,68,0.0
5,1,11,1,1,1,62,153,6,337,95, ,490,68,0.0
2,1,12,0,0,0,63,481,651,38,-1,,519,714,0.0
3,1,12,1,0,0,63,481,651,38,-1,,519,714,0.0
4,1,12,1,1,0,63,481,651,38,-1,,519,714,0.0
5,1,12,1,1,1,63,493,1,6,95,|,499,64,0.0
5,1,12,1,1,2,76,491,73,13,92,CARRIER,504,149,0.0
5,1,12,1,1,3,156,498,3,2,88,-,500,159,0.0
5,1,12,1,1,4,164,481,137,23,92,TRANSPORTEUR,504,301,0.0
2,1,13,0,0,0,560,475,272,8,-1,,483,832,0.0
3,1,13,1,0,0,560,475,272,8,-1,,483,832,0.0
4,1,13,1,1,0,560,475,272,8,-1,,483,832,0.0
5,1,13,1,1,1,560,475,2,7,41,1,482,562,0.0
5,1,13,1,1,2,725,482,12,1,96,=,483,737,0.0
5,1,13,1,1,3,790,482,42,1,60,—,483,832,0.0
2,1,14,0,0,0,423,480,340,5,-1,,485,763,0.0
3,1,14,1,0,0,423,480,340,5,-1,,485,763,0.0
4,1,14,1,1,0,423,480,340,5,-1,,485,763,0.0
5,1,14,1,1,1,423,480,340,5,95, ,485,763,0.0
2,1,15,0,0,0,949,524,347,3,-1,,527,1296,0.0
3,1,15,1,0,0,949,524,347,3,-1,,527,1296,0.0
4,1,15,1,1,0,949,524,347,3,-1,,527,1296,0.0
5,1,15,1,1,1,949,524,347,3,95, ,527,1296,0.0
2,1,16,0,0,0,480,597,75,3,-1,,600,555,0.0
3,1,16,1,0,0,480,597,75,3,-1,,600,555,0.0
4,1,16,1,1,0,480,597,75,3,-1,,600,555,0.0
5,1,16,1,1,1,480,597,75,3,95, ,600,555,0.0
2,1,17,0,0,0,1100,525,3,153,-1,,678,1103,0.0
3,1,17,1,0,0,1100,525,3,153,-1,,678,1103,0.0
4,1,17,1,1,0,1100,525,3,153,-1,,678,1103,0.0
5,1,17,1,1,1,1100,525,3,153,95, ,678,1103,0.0
2,1,18,0,0,0,983,675,403,5,-1,,680,1386,0.0
3,1,18,1,0,0,983,675,403,5,-1,,680,1386,0.0
4,1,18,1,1,0,983,675,403,5,-1,,680,1386,0.0
